10.069047635085893,2.6226043701171875e-06
9.451558661113815,164.9778697490692
7.205124254670094,347.3573784828186
8.638094508396682,545.5472185611725
4.886225655814955,761.9561758041382
4.3526742010388535,996.136950969696
3.9269763113621305,1250.7246532440186
3.5105195545992283,1533.0977911949158
3.1529925615346786,1839.2328987121582
2.9396064742473205,2176.5706527233124
2.8845444077876246,2555.902419567108
2.7205703719294805,2988.2148611545563
2.4944137280622964,3507.5999093055725
2.3284700831217964,4161.072690248489
2.0508269648467197,5029.7309284210205
1.9504858837716978,6331.27411198616
1.8396357767641511,7563.641677618027
1.766873879440582,8796.659042596817
1.7650246293076837,10008.11872959137
1.8808764467519274,11257.516997814178
2.034123858543327,12443.791395187378
2.0896824833830587,13633.21432685852
2.1641741079227064,14792.578289985657
2.3717657332972735,15974.94332575798
2.3145651447235775,17180.581169605255
2.1689163941968994,18450.72093963623
1.9821694316556795,19606.282341718674
1.8059213636364198,20764.880520105362
1.7057930063873483,22017.64788031578
1.6131079318926107,23198.049869298935
