10.319874551015884,92.0253427028656,10101.85546875
7.48662905019525,103.46916842460632,10906.70703125
8.16071480595004,112.86349129676819,11037.609375
7.129527776860448,123.48309803009033,11136.9375
5.9782697366381266,135.14809346199036,11225.140625
4.9652406461095495,152.8107738494873,11315.7890625
4.831764813414554,147.97666311264038,11384.57421875
4.8036576968431275,145.13153958320618,11305.2578125
5.269719573185313,147.97177529335022,11398.296875
5.265704613872787,146.14790987968445,11348.53515625
4.84710879813863,144.65902662277222,11409.078125
5.433383243867801,148.0027244091034,11360.33203125
5.24226851834101,141.18988156318665,11420.890625
4.317727123345874,147.42205023765564,11371.16015625
3.9992731348589667,145.56688451766968,11429.75
