10.513197632561122,3.0994415283203125e-06
7.4669187106898285,164.11155891418457
7.692431804464837,345.11470437049866
7.378967747517269,541.9925220012665
7.019126750254506,754.9047825336456
5.721453776471506,985.7601997852325
4.889454855972549,1242.2514412403107
4.268354646248399,1521.4890027046204
3.918101540436867,1834.1377003192902
3.5373949603991246,2195.6666374206543
3.1813160819682955,2627.8120651245117
2.9940267784742183,3160.501909971237
2.856531599122295,3837.0274851322174
2.6385991844839327,4733.048973560333
2.4345306382710588,5908.644063234329
2.2101759406959633,7229.064999580383
2.102359980129459,8554.38675570488
2.0078752785705754,9873.493360757828
2.0122878379477216,11186.475626468658
2.038715256715701,12509.005882263184
1.9855107648687738,13827.625035047531
2.0358817128185693,15149.334247589111
2.126453709676006,16473.371195077896
2.1252671248153368,17795.63952231407
2.211295185933687,19115.315807580948
2.2366293560040713,20436.89862704277
2.124015888492967,21764.343148708344
2.076411621882039,23085.49460196495
1.9030900260977894,24406.876079797745
1.9117875974302554,25728.494248390198
10.264595142835761,2.1457672119140625e-06
9.095455792588698,165.97265338897705
7.43642734341457,348.03554463386536
6.658901142395406,545.922046661377
5.828922922564043,761.046882390976
5.293967555422508,998.5418212413788
4.648707958881057,1252.7103142738342
4.071763436846058,1533.8731877803802
10.59414737554951,4.291534423828125e-06
6.833333333333333,0.4106922149658203,323.984375
7.333333333333333,0.1944429874420166,328.5546875
7.333333333333333,0.19830560684204102,328.7578125
6.366666666666666,0.1958014965057373,329.78125
5.266666666666666,0.19862604141235352,329.78125
6.166666666666666,0.19175934791564941,329.78125
5.666666666666666,0.19026565551757812,329.78515625
7.533333333333333,0.1983964443206787,329.78515625
8.9,0.19063782691955566,329.78515625
7.800000000000001,0.19196057319641113,329.78515625
6.699999999999999,0.19396185874938965,329.78515625
5.566666666666666,0.19173097610473633,329.78515625
5.3,0.19153213500976562,329.78515625
6.3999999999999995,0.19247102737426758,329.78515625
7.133333333333333,0.19251608848571777,329.78515625
7.733333333333333,0.19212889671325684,329.78515625
8.033333333333333,0.19240236282348633,329.78515625
7.1,0.19323205947875977,329.78515625
6.666666666666668,0.1924879550933838,329.78515625
7.5,0.19031095504760742,329.78515625
7.233333333333333,0.19283556938171387,329.78515625
6.3,0.1920161247253418,329.9609375
6.6,0.189772367477417,330.18359375
6.966666666666667,0.19142818450927734,330.18359375
7.2,0.20293140411376953,330.18359375
8.033333333333333,0.20541024208068848,330.18359375
7.9,0.20410537719726562,330.18359375
8.266666666666666,0.20415806770324707,330.18359375
8.033333333333333,0.1954939365386963,330.18359375
7.2,0.1939997673034668,330.18359375
7.066666666666666,0.1991863250732422,330.18359375
6.366666666666667,0.19500327110290527,330.18359375
5.8999999999999995,0.19388723373413086,330.18359375
7.033333333333333,0.19702982902526855,330.18359375
7.833333333333332,0.19533061981201172,330.18359375
7.366666666666667,0.19797325134277344,330.18359375
7.433333333333334,0.19978117942810059,330.18359375
6.833333333333332,0.19912314414978027,330.18359375
6.8,0.19609785079956055,330.18359375
7.066666666666667,0.1951003074645996,330.18359375
7.2,0.1934041976928711,330.18359375
8.033333333333333,0.19576311111450195,330.18359375
7.9,0.19944977760314941,330.18359375
8.266666666666666,0.19298553466796875,330.18359375
8.033333333333333,0.19533848762512207,330.18359375
7.2,0.1954059600830078,330.18359375
7.066666666666666,0.19545936584472656,330.18359375
6.366666666666667,0.19697833061218262,330.18359375
5.8999999999999995,0.19266772270202637,330.18359375
7.033333333333333,0.1964578628540039,330.18359375
5.557828282828284,0.44558262825012207,323.73046875
5.920295976889301,0.23247432708740234,328.4375
5.299724663701367,0.2712709903717041,329.78515625
4.220202936992489,0.31712889671325684,331.01171875
3.0234557364596677,0.35077905654907227,332.80078125
2.650014395370636,0.3518564701080322,332.953125
2.8482820285172914,0.34636592864990234,333.96875
2.2838604497882544,0.34476470947265625,334.02734375
2.734801102943065,0.3537430763244629,334.15234375
3.7533471731671892,0.3423292636871338,334.24609375
2.32251598176879,0.3529067039489746,334.24609375
1.9620077340662243,0.3674142360687256,334.24609375
1.8116428223751293,0.3783235549926758,334.27734375
1.7146070184663071,0.34432291984558105,334.30859375
1.5109052030435344,0.3343074321746826,334.32421875
1.8141453577358408,0.33958983421325684,334.375
2.80071629512746,0.33904552459716797,334.375
3.263997733460405,0.3433048725128174,334.375
3.772646273362624,0.33931446075439453,334.390625
4.426891956335098,0.3402371406555176,334.390625
3.9284004861070403,0.3432915210723877,334.42578125
2.978326694288662,0.349700927734375,334.42578125
2.6326216841175567,0.35134196281433105,334.42578125
2.1717270430895033,0.3309781551361084,334.47265625
2.2122910593475984,0.3309159278869629,334.47265625
2.669867639174765,0.3290750980377197,334.47265625
2.8284700882496825,0.32784366607666016,334.515625
3.0261278097119746,0.336240291595459,334.515625
2.655362000416608,0.3241884708404541,334.515625
2.9318666651197725,0.3293147087097168,334.515625
2.699571117726352,0.32709312438964844,334.515625
2.984782508762171,0.33597469329833984,334.515625
2.6787854933400963,0.33101582527160645,334.515625
2.72282788458282,0.3499176502227783,334.515625
2.7959837517722264,0.34783387184143066,334.90625
5.1993323947645855,0.40248584747314453,323.7734375
5.604334628451559,0.2211909294128418,328.4453125
4.722982408929477,0.25521135330200195,329.78515625
3.865408262476513,0.30307960510253906,331.01171875
3.5851890184324393,0.3740847110748291,332.38671875
3.27460917741297,0.47208309173583984,333.99609375
2.9068134395095786,0.6122713088989258,335.8515625
2.7642197286214194,0.8086404800415039,338.74609375
2.359430042913468,1.133791208267212,341.0625
2.053299552423005,1.6510162353515625,344.3671875
1.8615989497678338,2.0171561241149902,349.28125
1.6203034479262122,2.808537244796753,354.39453125
1.4391029635793013,3.461620807647705,359.9921875
1.2890017170932184,4.5481648445129395,364.4609375
1.1805931051016165,5.824448347091675,374.046875
1.1051212745532024,7.074470520019531,380.54296875
1.091447520713964,8.738887548446655,387.6640625
1.0990690055821257,11.34147024154663,395.35546875
1.0477148867388162,13.660305976867676,407.76953125
0.959553324080871,14.718086004257202,412.78125
0.947329015713494,13.576883554458618,416.86328125
0.8743356294530021,13.707857370376587,421.921875
0.8938068036159159,13.798153400421143,422.93359375
10.303574579492249,91.45468997955322,10081.015625
8.913448875883866,103.70562314987183,10905.69921875
10.270228540870496,158.16921496391296,10082.75390625
7.862162000637014,182.27079439163208,10905.90234375
6.662391448420859,0.6344006061553955,325.74609375
5.362604858177144,0.44306421279907227,330.43359375
4.8147713039966185,0.6251335144042969,331.859375
3.9411042781414096,0.9419496059417725,333.17578125
3.40898311563267,1.4936840534210205,334.3984375
6.549500439174353,0.4071011543273926,324.515625
5.555579544064539,0.25030970573425293,329.25
4.7004148558133085,0.3652338981628418,330.62109375
3.5016582219336785,0.50274658203125,331.91015625
3.4788385625974616,0.7834646701812744,333.19921875
